CLIENTNUM,Attrition_Flag,churn_probability,predicted_churn,risk_level,cluster,segment_name,PC1,PC2,Customer_Age,Gender,Total_Trans_Amt,Total_Trans_Ct,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio
720977358,Existing Customer,0.0352,0,Low,1,High-Utilization Credit Revolvers,0.229,1.134,50,F,4269,78,2,2,2528.0,1689,0.668
718420308,Existing Customer,0.0318,0,Low,1,High-Utilization Credit Revolvers,0.183,0.798,50,F,4208,75,1,3,3397.0,1658,0.488
714046608,Existing Customer,0.1298,0,Low,2,Disengaged & Underutilized (At-Risk),-0.157,-1.584,49,M,3572,73,6,3,19719.0,1395,0.071
718048608,Existing Customer,0.0154,0,Low,0,Accelerating Growth Customers,0.805,0.433,41,F,5120,74,3,0,15292.0,1325,0.087
718497033,Existing Customer,0.6396,1,High,2,Disengaged & Underutilized (At-Risk),-0.07,-1.934,52,M,3723,53,3,3,31733.0,0,0.0
711801933,Attrited Customer,0.9708,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.17,-1.016,54,F,2092,42,3,4,1438.3,0,0.0
716282208,Attrited Customer,0.9984,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.814,-2.957,54,F,1702,36,6,3,1638.0,0,0.0
789076083,Existing Customer,0.0154,0,Low,1,High-Utilization Credit Revolvers,-0.241,1.179,50,F,4608,84,3,2,2775.0,1475,0.532
714045783,Attrited Customer,0.911,1,Critical,1,High-Utilization Credit Revolvers,-1.657,-0.646,37,F,2160,46,2,6,2547.0,1965,0.771
769720683,Existing Customer,0.12,0,Low,1,High-Utilization Credit Revolvers,-0.281,0.592,50,F,4914,60,2,2,5708.0,1884,0.33
721092783,Existing Customer,0.0534,0,Low,2,Disengaged & Underutilized (At-Risk),-0.034,-1.201,46,M,3982,68,3,1,19838.0,1290,0.065
720243933,Attrited Customer,0.9891,1,Critical,2,Disengaged & Underutilized (At-Risk),-0.751,-1.697,47,M,2784,49,3,6,1789.0,0,0.0
818502708,Existing Customer,0.0083,0,Low,1,High-Utilization Credit Revolvers,0.045,1.801,51,F,4885,86,3,2,2284.0,1674,0.733
712942308,Existing Customer,0.0336,0,Low,2,Disengaged & Underutilized (At-Risk),-0.449,-0.49,42,M,3730,67,1,3,11535.0,1527,0.132
714262533,Existing Customer,0.0388,0,Low,1,High-Utilization Credit Revolvers,0.349,0.736,28,F,4252,78,4,2,3524.0,1306,0.371
714708183,Existing Customer,0.3116,0,Medium,2,Disengaged & Underutilized (At-Risk),0.585,-2.368,58,M,4070,74,3,3,30186.0,0,0.0
718285308,Existing Customer,0.4624,0,Medium,2,Disengaged & Underutilized (At-Risk),-0.741,0.01,44,F,3576,55,3,1,1438.3,0,0.0
720595083,Existing Customer,0.085,0,Low,1,High-Utilization Credit Revolvers,-0.31,1.707,40,F,4530,69,2,3,1620.0,1278,0.789
787501758,Existing Customer,0.1529,0,Low,1,High-Utilization Credit Revolvers,-0.249,0.142,51,F,4188,68,2,1,4038.0,1237,0.306
714990633,Existing Customer,0.0136,0,Low,1,High-Utilization Credit Revolvers,-0.28,1.479,56,M,4382,82,3,2,2078.0,1696,0.816
714652383,Existing Customer,0.0838,0,Low,0,Accelerating Growth Customers,0.206,0.859,51,F,4580,74,3,2,1571.0,0,0.0
788776008,Existing Customer,0.0014,0,Low,1,High-Utilization Credit Revolvers,0.393,0.922,43,M,4683,91,3,1,4726.0,1161,0.246
709176108,Existing Customer,0.1724,0,Low,2,Disengaged & Underutilized (At-Risk),-0.044,-0.102,56,F,4586,79,3,3,4604.0,621,0.135
719354433,Existing Customer,0.0326,0,Low,2,Disengaged & Underutilized (At-Risk),0.369,-1.97,48,M,4042,78,3,3,34516.0,1629,0.047
709368483,Existing Customer,0.0202,0,Low,2,Disengaged & Underutilized (At-Risk),0.195,0.28,56,M,4323,77,2,1,1438.3,0,0.0
717621333,Existing Customer,0.0046,0,Low,1,High-Utilization Credit Revolvers,0.104,2.361,48,F,4592,78,2,1,2680.0,1871,0.698
716272158,Attrited Customer,0.2811,0,Medium,1,High-Utilization Credit Revolvers,-1.506,-0.042,41,F,2693,56,3,4,4312.0,2517,0.584
803355408,Existing Customer,0.0054,0,Low,1,High-Utilization Credit Revolvers,-0.111,1.884,50,M,4813,77,3,1,2205.0,1659,0.752
717073308,Existing Customer,0.1902,0,Low,1,High-Utilization Credit Revolvers,-0.062,0.721,44,F,4804,78,6,2,2679.0,727,0.271
789105183,Existing Customer,0.0054,0,Low,2,Disengaged & Underutilized (At-Risk),1.628,-1.803,54,M,4401,87,1,2,34516.0,2488,0.072
721305408,Existing Customer,0.0314,0,Low,2,Disengaged & Underutilized (At-Risk),0.732,0.156,48,F,4761,81,2,1,3378.0,0,0.0
715739733,Existing Customer,0.0033,0,Low,1,High-Utilization Credit Revolvers,0.5,1.478,34,M,5293,88,1,2,1793.0,1141,0.636
779217333,Existing Customer,0.0065,0,Low,1,High-Utilization Credit Revolvers,-0.621,1.792,59,F,3922,75,2,3,2228.0,1502,0.674
712133508,Existing Customer,0.0267,0,Low,1,High-Utilization Credit Revolvers,-0.164,1.098,41,F,4734,75,0,2,2577.0,1582,0.614
714602658,Attrited Customer,0.9933,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.003,-2.306,39,F,1998,36,2,3,1462.0,0,0.0
712446783,Attrited Customer,0.9332,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.899,-0.785,50,F,2400,41,3,4,4038.0,1530,0.379
720049083,Attrited Customer,0.7944,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.307,-0.516,35,F,2355,47,3,3,1438.3,0,0.0
824172258,Existing Customer,0.0223,0,Low,1,High-Utilization Credit Revolvers,0.567,0.758,34,F,4495,77,1,2,4408.0,1510,0.343
717695058,Existing Customer,0.1619,0,Low,2,Disengaged & Underutilized (At-Risk),0.634,-0.078,46,F,4763,76,1,3,4163.0,0,0.0
719782458,Existing Customer,0.0289,0,Low,1,High-Utilization Credit Revolvers,0.36,0.413,49,F,3981,76,3,3,7201.0,1992,0.277
718141983,Existing Customer,0.0022,0,Low,1,High-Utilization Credit Revolvers,0.059,1.835,49,M,5187,89,3,1,1883.0,1295,0.688
718853358,Existing Customer,0.0093,0,Low,1,High-Utilization Credit Revolvers,-0.024,0.99,42,F,5104,85,1,2,3308.0,2517,0.761
772539558,Existing Customer,0.6012,1,High,2,Disengaged & Underutilized (At-Risk),0.417,-0.429,65,F,4623,65,3,0,2022.0,0,0.0
817094283,Existing Customer,0.1372,0,Low,2,Disengaged & Underutilized (At-Risk),0.19,-0.286,43,F,5173,78,3,3,8597.0,903,0.105
716932308,Existing Customer,0.0148,0,Low,0,Accelerating Growth Customers,0.17,0.56,38,F,4460,79,1,3,4693.0,634,0.135
714738858,Existing Customer,0.0045,0,Low,1,High-Utilization Credit Revolvers,-0.279,1.58,52,F,4620,81,1,3,2873.0,1714,0.597
772409733,Existing Customer,0.0032,0,Low,1,High-Utilization Credit Revolvers,0.33,1.488,39,F,4742,90,1,3,3400.0,2307,0.679
717534108,Existing Customer,0.0221,0,Low,1,High-Utilization Credit Revolvers,0.331,1.506,48,F,4421,79,1,3,2405.0,1410,0.586
816378033,Attrited Customer,0.3979,0,Medium,2,Disengaged & Underutilized (At-Risk),-0.619,-2.119,46,M,1989,47,3,2,34516.0,1104,0.032
790141308,Existing Customer,0.0244,0,Low,2,Disengaged & Underutilized (At-Risk),0.427,-0.131,44,M,4436,79,3,1,8241.0,0,0.0
710770383,Existing Customer,0.0085,0,Low,1,High-Utilization Credit Revolvers,0.664,0.931,53,F,4915,92,3,1,1438.3,582,0.405
711351108,Existing Customer,0.4797,0,Medium,1,High-Utilization Credit Revolvers,-0.195,1.285,44,F,4671,61,3,2,2608.0,1804,0.692
713744058,Existing Customer,0.0132,0,Low,1,High-Utilization Credit Revolvers,-0.293,2.012,41,F,5232,78,2,3,2359.0,1509,0.64
708998583,Existing Customer,0.0226,0,Low,2,Disengaged & Underutilized (At-Risk),0.03,-0.196,47,F,4141,87,2,2,1790.0,0,0.0
827451333,Attrited Customer,0.9986,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.33,-1.581,54,F,2615,37,6,3,2247.0,0,0.0
714228558,Existing Customer,0.0849,0,Low,2,Disengaged & Underutilized (At-Risk),0.204,-0.026,40,M,4749,82,3,3,3624.0,0,0.0
797668983,Existing Customer,0.0769,0,Low,2,Disengaged & Underutilized (At-Risk),-0.198,0.202,42,F,4396,70,2,1,1438.3,0,0.0
713023158,Existing Customer,0.0058,0,Low,1,High-Utilization Credit Revolvers,0.297,1.851,39,F,4239,78,1,2,2901.0,2143,0.739
709982658,Existing Customer,0.037,0,Low,2,Disengaged & Underutilized (At-Risk),0.16,-0.582,41,F,4226,77,2,3,9759.0,2038,0.209
715398858,Existing Customer,0.0483,0,Low,1,High-Utilization Credit Revolvers,0.118,1.091,57,F,4360,78,3,2,2525.0,1203,0.476
715615233,Existing Customer,0.0078,0,Low,1,High-Utilization Credit Revolvers,-0.082,1.518,60,F,4507,86,3,3,2737.0,1812,0.662
710650608,Existing Customer,0.0115,0,Low,2,Disengaged & Underutilized (At-Risk),0.95,-0.893,51,M,4812,85,3,2,19262.0,1480,0.077
803214108,Existing Customer,0.0084,0,Low,1,High-Utilization Credit Revolvers,-0.318,2.468,33,F,5055,68,1,1,2252.0,1826,0.811
717202083,Attrited Customer,0.9836,1,Critical,2,Disengaged & Underutilized (At-Risk),-0.61,-1.141,46,M,2619,41,3,3,7077.0,0,0.0
719051733,Existing Customer,0.0856,0,Low,1,High-Utilization Credit Revolvers,0.195,1.035,63,M,5047,64,2,1,2706.0,889,0.329
789900633,Existing Customer,0.077,0,Low,1,High-Utilization Credit Revolvers,-0.434,0.536,49,F,4288,69,3,2,3263.0,1522,0.466
789122808,Attrited Customer,0.925,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.229,-0.805,41,F,2907,45,2,3,3281.0,0,0.0
709902108,Existing Customer,0.1124,0,Low,2,Disengaged & Underutilized (At-Risk),0.396,0.022,51,M,4927,70,3,2,8169.0,794,0.097
713666058,Existing Customer,0.0178,0,Low,1,High-Utilization Credit Revolvers,-0.624,0.781,46,F,4264,76,1,3,3276.0,1915,0.585
711453783,Existing Customer,0.1243,0,Low,1,High-Utilization Credit Revolvers,-0.294,1.009,41,F,4666,74,2,3,1966.0,1452,0.739
778936008,Existing Customer,0.0677,0,Low,2,Disengaged & Underutilized (At-Risk),0.94,0.045,46,F,5103,83,1,3,5869.0,0,0.0
708085458,Existing Customer,0.0159,0,Low,0,Accelerating Growth Customers,0.045,0.73,34,F,3940,82,2,2,1438.3,0,0.0
749067633,Existing Customer,0.2701,0,Medium,2,Disengaged & Underutilized (At-Risk),0.29,-0.683,45,F,4015,77,2,3,3682.0,0,0.0
716170308,Existing Customer,0.0005,0,Low,0,Accelerating Growth Customers,1.005,0.585,27,F,4715,86,1,0,13439.0,2003,0.149
711507783,Attrited Customer,0.9886,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.28,-1.711,54,F,1930,41,4,3,1694.0,0,0.0
819752133,Existing Customer,0.0143,0,Low,1,High-Utilization Credit Revolvers,-0.404,1.784,41,M,4695,73,2,2,1636.0,986,0.603
711061908,Existing Customer,0.4432,0,Medium,1,High-Utilization Credit Revolvers,-1.201,1.426,48,F,4039,50,2,3,1449.0,749,0.517
744231708,Existing Customer,0.1768,0,Low,1,High-Utilization Credit Revolvers,-0.074,0.873,45,F,4166,71,3,3,1513.0,788,0.521
716856408,Attrited Customer,0.9591,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.587,-1.147,39,F,2392,44,2,4,1438.3,0,0.0
711780108,Existing Customer,0.1718,0,Low,1,High-Utilization Credit Revolvers,0.138,-0.27,46,F,4792,81,3,2,4120.0,1578,0.383
715178733,Existing Customer,0.0236,0,Low,1,High-Utilization Credit Revolvers,-0.105,1.502,47,F,4817,77,3,1,2289.0,1611,0.704
721418133,Existing Customer,0.025,0,Low,1,High-Utilization Credit Revolvers,-0.384,0.867,45,F,4535,82,2,3,2016.0,972,0.482
720124758,Attrited Customer,0.6648,1,High,2,Disengaged & Underutilized (At-Risk),-1.476,-0.515,49,M,2239,47,4,3,2509.0,450,0.179
809068983,Existing Customer,0.0908,0,Low,2,Disengaged & Underutilized (At-Risk),0.787,-0.249,40,F,5238,82,1,3,3511.0,0,0.0
711052308,Existing Customer,0.0078,0,Low,1,High-Utilization Credit Revolvers,-0.686,2.261,45,M,4453,75,3,3,2751.0,2432,0.884
718967433,Existing Customer,0.5862,1,High,2,Disengaged & Underutilized (At-Risk),0.474,-0.162,34,F,4918,81,6,3,2426.0,0,0.0
709827933,Existing Customer,0.0819,0,Low,2,Disengaged & Underutilized (At-Risk),0.414,-1.117,44,M,3659,76,3,2,12230.0,1196,0.098
787568433,Existing Customer,0.0373,0,Low,2,Disengaged & Underutilized (At-Risk),0.631,-0.177,42,M,4518,79,1,3,7328.0,936,0.128
720256158,Existing Customer,0.1305,0,Low,2,Disengaged & Underutilized (At-Risk),-0.171,-0.603,47,F,4279,75,1,3,2264.0,0,0.0
715435758,Existing Customer,0.0342,0,Low,1,High-Utilization Credit Revolvers,0.403,0.78,42,M,4711,77,1,3,3046.0,1231,0.404
719505483,Existing Customer,0.0102,0,Low,2,Disengaged & Underutilized (At-Risk),0.269,0.004,51,F,4431,89,3,2,5881.0,0,0.0
721247883,Existing Customer,0.0102,0,Low,2,Disengaged & Underutilized (At-Risk),0.574,-0.733,52,M,3621,83,2,3,16207.0,922,0.057
772220433,Existing Customer,0.0081,0,Low,0,Accelerating Growth Customers,0.342,0.024,44,M,4484,81,3,2,15468.0,1187,0.077
789692283,Existing Customer,0.7598,1,Critical,2,Disengaged & Underutilized (At-Risk),0.102,-0.777,47,F,4655,66,3,2,5950.0,0,0.0
815091333,Existing Customer,0.0042,0,Low,1,High-Utilization Credit Revolvers,0.587,2.407,48,F,4705,77,1,2,3119.0,2196,0.704
778732158,Existing Customer,0.0647,0,Low,2,Disengaged & Underutilized (At-Risk),0.294,-0.244,50,F,4037,83,1,3,1507.0,0,0.0
715129233,Existing Customer,0.2525,0,Medium,1,High-Utilization Credit Revolvers,-0.771,0.26,51,F,4748,74,3,3,2902.0,1634,0.563
714083208,Existing Customer,0.0155,0,Low,1,High-Utilization Credit Revolvers,-0.292,1.527,47,F,4656,80,2,2,1585.0,1304,0.823
716559108,Existing Customer,0.0345,0,Low,1,High-Utilization Credit Revolvers,-0.932,1.446,47,F,4296,68,2,3,2899.0,2418,0.834
715102308,Existing Customer,0.1473,0,Low,1,High-Utilization Credit Revolvers,-1.423,0.202,50,F,2245,47,1,2,2295.0,1277,0.556
768814983,Existing Customer,0.0065,0,Low,1,High-Utilization Credit Revolvers,0.391,1.064,39,F,4284,85,1,3,3251.0,1937,0.596
788744058,Existing Customer,0.01,0,Low,1,High-Utilization Credit Revolvers,0.691,1.111,48,F,4506,80,1,2,4009.0,1361,0.339
782802033,Attrited Customer,0.1546,0,Low,1,High-Utilization Credit Revolvers,-0.71,0.105,45,F,2108,55,2,2,3411.0,1472,0.432
708499608,Existing Customer,0.0079,0,Low,2,Disengaged & Underutilized (At-Risk),0.23,-0.469,49,M,4042,78,1,2,15525.0,1299,0.084
794947683,Existing Customer,0.0963,0,Low,0,Accelerating Growth Customers,-0.428,2.385,35,F,4541,60,3,0,2118.0,1189,0.561
716442333,Existing Customer,0.0028,0,Low,1,High-Utilization Credit Revolvers,-0.09,1.457,34,F,4977,88,2,2,2275.0,1468,0.645
772189308,Existing Customer,0.0495,0,Low,1,High-Utilization Credit Revolvers,-0.225,1.973,59,F,4899,62,2,0,2601.0,1888,0.726
721529583,Existing Customer,0.0188,0,Low,1,High-Utilization Credit Revolvers,-0.843,0.718,52,M,3532,72,3,3,4642.0,2413,0.52
713578608,Existing Customer,0.0444,0,Low,2,Disengaged & Underutilized (At-Risk),-0.264,0.109,58,M,4082,82,4,3,1438.3,0,0.0
718976283,Existing Customer,0.4726,0,Medium,1,High-Utilization Credit Revolvers,-0.161,0.474,51,F,4388,66,2,2,1858.0,1071,0.576
711505308,Existing Customer,0.0356,0,Low,1,High-Utilization Credit Revolvers,-0.298,0.553,59,F,4727,83,3,3,2636.0,1619,0.614
711131958,Existing Customer,0.3398,0,Medium,2,Disengaged & Underutilized (At-Risk),-0.008,0.299,50,F,4621,71,3,3,3743.0,881,0.235
714687858,Existing Customer,0.0201,0,Low,2,Disengaged & Underutilized (At-Risk),0.037,0.279,49,F,4538,82,1,3,1438.3,0,0.0
780289308,Attrited Customer,0.7178,1,High,2,Disengaged & Underutilized (At-Risk),-0.108,-0.699,61,F,2418,57,3,4,4130.0,0,0.0
708504783,Existing Customer,0.3704,0,Medium,2,Disengaged & Underutilized (At-Risk),-0.098,-0.972,47,M,3480,62,3,3,10960.0,1333,0.122
778857108,Existing Customer,0.021,0,Low,0,Accelerating Growth Customers,1.133,0.993,52,F,4337,81,2,0,3900.0,0,0.0
756598833,Existing Customer,0.0099,0,Low,2,Disengaged & Underutilized (At-Risk),0.105,0.373,38,M,5389,84,3,3,6236.0,1204,0.193
718748133,Existing Customer,0.0496,0,Low,2,Disengaged & Underutilized (At-Risk),0.117,0.261,34,F,3876,67,1,0,2591.0,0,0.0
714503433,Attrited Customer,0.9701,1,Critical,1,High-Utilization Credit Revolvers,-1.012,-0.504,57,F,2212,43,3,3,1615.0,950,0.588
710869008,Existing Customer,0.0294,0,Low,0,Accelerating Growth Customers,0.666,0.612,47,F,5108,78,1,2,8332.0,0,0.0
779643858,Existing Customer,0.0258,0,Low,1,High-Utilization Credit Revolvers,-0.192,1.431,55,F,4100,82,5,2,2033.0,1037,0.51
715250583,Existing Customer,0.4695,0,Medium,2,Disengaged & Underutilized (At-Risk),0.039,-0.337,55,M,4277,59,2,3,8082.0,1138,0.141
714396558,Existing Customer,0.0255,0,Low,2,Disengaged & Underutilized (At-Risk),-0.004,-0.156,57,F,4683,87,2,3,1511.0,0,0.0
752766783,Existing Customer,0.0106,0,Low,2,Disengaged & Underutilized (At-Risk),0.246,-0.425,43,F,4106,81,2,2,11536.0,2074,0.18
715532208,Existing Customer,0.4825,0,Medium,1,High-Utilization Credit Revolvers,-0.235,0.155,65,F,3807,61,3,2,4010.0,1504,0.375
719130558,Existing Customer,0.0514,0,Low,1,High-Utilization Credit Revolvers,-0.516,1.467,55,F,4085,69,2,3,1669.0,1000,0.599
806232408,Existing Customer,0.0317,0,Low,0,Accelerating Growth Customers,0.3,0.572,54,F,4022,65,1,2,11905.0,0,0.0
715497558,Attrited Customer,0.7841,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.496,-0.692,44,F,2598,47,3,3,3052.0,0,0.0
716303583,Existing Customer,0.0252,0,Low,1,High-Utilization Credit Revolvers,-0.157,1.27,55,F,4858,73,1,2,2712.0,1617,0.596
713522058,Existing Customer,0.484,0,Medium,1,High-Utilization Credit Revolvers,-0.264,0.569,39,F,4299,59,2,3,1978.0,871,0.44
719074308,Existing Customer,0.0126,0,Low,1,High-Utilization Credit Revolvers,0.532,2.241,37,F,4621,73,2,0,1438.3,687,0.478
711881733,Existing Customer,0.2675,0,Medium,2,Disengaged & Underutilized (At-Risk),0.342,-0.272,55,F,4548,76,3,3,1606.0,0,0.0
710310108,Existing Customer,0.0114,0,Low,1,High-Utilization Credit Revolvers,0.507,1.336,46,F,4665,89,3,2,2406.0,1705,0.709
715814433,Existing Customer,0.0141,0,Low,2,Disengaged & Underutilized (At-Risk),-0.357,-0.386,44,M,3565,83,2,3,5877.0,1160,0.197
717252483,Attrited Customer,0.9668,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.085,-0.644,57,F,2196,35,3,3,2796.0,0,0.0
770874483,Existing Customer,0.0563,0,Low,1,High-Utilization Credit Revolvers,-0.06,0.28,54,F,4302,74,1,2,2876.0,1267,0.441
719742108,Attrited Customer,0.8662,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.406,-0.775,38,F,2372,44,2,4,3554.0,0,0.0
711064008,Existing Customer,0.0848,0,Low,2,Disengaged & Underutilized (At-Risk),-0.099,-0.268,48,F,3616,68,3,2,9505.0,2390,0.251
717208833,Attrited Customer,0.4846,0,Medium,0,Accelerating Growth Customers,0.091,0.34,34,F,2703,56,2,2,1576.0,0,0.0
709022883,Existing Customer,0.0245,0,Low,2,Disengaged & Underutilized (At-Risk),0.024,-0.174,44,F,4257,89,3,2,1438.3,0,0.0
713653983,Existing Customer,0.0046,0,Low,1,High-Utilization Credit Revolvers,0.572,1.052,39,M,4342,87,2,1,2973.0,1136,0.382
713463708,Attrited Customer,0.9716,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.213,-1.039,40,F,2493,42,2,3,1438.3,0,0.0
789143283,Existing Customer,0.0922,0,Low,2,Disengaged & Underutilized (At-Risk),0.285,0.279,41,F,4868,76,2,3,5647.0,1175,0.208
778550583,Existing Customer,0.0302,0,Low,2,Disengaged & Underutilized (At-Risk),0.129,0.073,43,F,4808,87,3,2,1766.0,0,0.0
711181608,Existing Customer,0.4345,0,Medium,2,Disengaged & Underutilized (At-Risk),0.158,-0.133,50,F,4129,68,2,3,1606.0,0,0.0
711790308,Attrited Customer,0.811,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.167,-0.309,54,F,2538,49,3,3,2223.0,632,0.284
779791908,Existing Customer,0.0752,0,Low,0,Accelerating Growth Customers,0.143,0.524,47,F,4970,85,3,3,2896.0,0,0.0
789515283,Existing Customer,0.0195,0,Low,1,High-Utilization Credit Revolvers,-0.774,1.171,51,M,4784,69,1,3,2157.0,1494,0.693
712046808,Attrited Customer,0.9267,1,Critical,2,Disengaged & Underutilized (At-Risk),-0.798,-0.638,49,F,2003,43,3,3,3802.0,1558,0.41
712169883,Existing Customer,0.0314,0,Low,2,Disengaged & Underutilized (At-Risk),0.742,-0.146,43,M,4190,74,3,2,13840.0,1079,0.078
712637283,Existing Customer,0.0083,0,Low,1,High-Utilization Credit Revolvers,-0.263,1.75,36,F,5182,78,1,2,2169.0,1602,0.739
715555833,Existing Customer,0.0254,0,Low,2,Disengaged & Underutilized (At-Risk),0.302,-0.006,47,F,4167,86,3,0,4862.0,0,0.0
708712833,Existing Customer,0.1548,0,Low,1,High-Utilization Credit Revolvers,-0.132,0.113,45,F,4483,72,1,2,2289.0,1037,0.453
717841683,Existing Customer,0.0114,0,Low,2,Disengaged & Underutilized (At-Risk),0.05,-1.068,49,M,3915,72,1,3,22651.0,1085,0.048
708689958,Existing Customer,0.0174,0,Low,1,High-Utilization Credit Revolvers,0.213,1.312,48,F,4748,88,3,2,2406.0,1744,0.725
708888633,Attrited Customer,0.9368,1,Critical,0,Accelerating Growth Customers,-0.704,0.587,52,M,2724,38,3,3,3022.0,895,0.296
721012983,Existing Customer,0.0282,0,Low,2,Disengaged & Underutilized (At-Risk),-0.41,-0.274,46,M,3528,61,1,2,12935.0,1417,0.11
812406183,Attrited Customer,0.9549,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.567,-0.911,45,F,2207,41,4,3,1438.3,0,0.0
714595983,Attrited Customer,0.9629,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.808,-1.067,49,F,2030,37,3,3,1438.3,522,0.363
715725858,Existing Customer,0.0281,0,Low,1,High-Utilization Credit Revolvers,-0.285,1.777,43,F,4893,76,2,2,2256.0,1346,0.597
720270633,Attrited Customer,0.6555,1,High,2,Disengaged & Underutilized (At-Risk),-0.882,-0.609,40,F,2709,54,3,1,1516.0,0,0.0
720269283,Existing Customer,0.0067,0,Low,1,High-Utilization Credit Revolvers,0.583,2.141,48,F,4351,86,2,2,2485.0,1651,0.664
710142258,Existing Customer,0.1521,0,Low,1,High-Utilization Credit Revolvers,-0.353,1.093,53,F,4665,67,2,2,1820.0,909,0.499
708525108,Existing Customer,0.0511,0,Low,1,High-Utilization Credit Revolvers,-0.228,0.633,54,F,4120,77,3,3,2156.0,1134,0.526
709621008,Existing Customer,0.0285,0,Low,1,High-Utilization Credit Revolvers,-0.275,0.393,48,M,4135,76,3,2,5826.0,1482,0.254
717181833,Existing Customer,0.1887,0,Low,2,Disengaged & Underutilized (At-Risk),-0.2,0.007,39,F,3768,59,2,2,10190.0,891,0.087
711288558,Existing Customer,0.0377,0,Low,1,High-Utilization Credit Revolvers,-0.164,1.307,45,F,4670,77,2,2,2035.0,1174,0.577
718653333,Attrited Customer,0.9992,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.063,-1.91,45,F,2037,31,3,3,1833.0,0,0.0
766628733,Existing Customer,0.3066,0,Medium,0,Accelerating Growth Customers,0.5,0.362,56,M,4965,74,3,3,1623.0,0,0.0
711724083,Attrited Customer,0.109,0,Low,1,High-Utilization Credit Revolvers,-2.112,1.034,27,F,1903,44,1,3,1835.0,1647,0.898
719690733,Existing Customer,0.0511,0,Low,1,High-Utilization Credit Revolvers,-0.027,0.615,47,F,4346,70,2,2,4490.0,1989,0.443
770783508,Existing Customer,0.0547,0,Low,2,Disengaged & Underutilized (At-Risk),-0.092,-0.324,48,M,4084,72,3,2,11062.0,0,0.0
713422083,Attrited Customer,0.3454,0,Medium,2,Disengaged & Underutilized (At-Risk),-0.915,-0.498,30,F,2560,59,3,3,1574.0,0,0.0
718026858,Existing Customer,0.037,0,Low,1,High-Utilization Credit Revolvers,0.417,1.287,52,F,4751,80,2,2,2370.0,1490,0.629
716028108,Existing Customer,0.0053,0,Low,0,Accelerating Growth Customers,0.543,1.151,35,F,4667,83,2,0,2658.0,0,0.0
712222758,Attrited Customer,0.9476,1,Critical,2,Disengaged & Underutilized (At-Risk),-1.011,-1.703,38,F,2500,47,2,3,2300.0,0,0.0
718436133,Existing Customer,0.0524,0,Low,1,High-Utilization Credit Revolvers,-0.368,1.475,44,F,4289,71,2,3,2368.0,1244,0.525
719313633,Existing Customer,0.258,0,Medium,1,High-Utilization Credit Revolvers,-1.256,1.178,53,F,4244,53,2,3,2883.0,1936,0.672
814586958,Existing Customer,0.0389,0,Low,1,High-Utilization Credit Revolvers,-0.043,1.108,43,F,4624,75,3,2,3264.0,2042,0.626
804344733,Existing Customer,0.0157,0,Low,1,High-Utilization Credit Revolvers,0.64,1.19,46,F,4303,89,2,2,1937.0,916,0.473
717166383,Existing Customer,0.0115,0,Low,1,High-Utilization Credit Revolvers,0.005,1.573,40,F,5097,82,2,2,2166.0,1465,0.676
713060283,Existing Customer,0.0028,0,Low,0,Accelerating Growth Customers,0.371,1.526,43,F,3746,81,1,3,7135.0,1164,0.163
713070033,Existing Customer,0.0526,0,Low,1,High-Utilization Credit Revolvers,-0.113,1.2,56,F,4830,79,3,2,1438.3,787,0.547
793625583,Existing Customer,0.0137,0,Low,1,High-Utilization Credit Revolvers,-0.321,1.76,48,F,4674,67,1,1,3743.0,2090,0.558
713918358,Existing Customer,0.005,0,Low,1,High-Utilization Credit Revolvers,0.148,1.152,31,F,4900,81,3,1,5190.0,1682,0.324
714308283,Existing Customer,0.0832,0,Low,2,Disengaged & Underutilized (At-Risk),-0.378,-0.317,41,M,4119,70,3,3,6059.0,1171,0.193
714086133,Existing Customer,0.043,0,Low,1,High-Utilization Credit Revolvers,0.103,1.039,47,F,4576,83,2,3,2577.0,1450,0.563
718872858,Existing Customer,0.0051,0,Low,1,High-Utilization Credit Revolvers,-0.091,1.294,43,F,4476,79,1,3,3761.0,2121,0.564
718148358,Attrited Customer,0.9831,1,Critical,2,Disengaged & Underutilized (At-Risk),-0.774,-0.905,50,F,2447,41,3,3,1572.0,0,0.0
709665783,Existing Customer,0.0799,0,Low,0,Accelerating Growth Customers,0.734,0.569,39,F,4800,70,1,1,1637.0,0,0.0
